DATE (MM/DD/YYYY),HOUR-MST,Avg Temperature @ 50m [deg C],Avg Wind Chill Temp [deg C],Avg Dew Point Temp [deg C],Avg Relative Humidity [%],Avg Specific Humidity [g/Kg],Avg Station Pressure [mBar],Avg Sea-Level Pressure (Est) [mBar],Avg Atmospheric Electric Field [kV/m],Avg Avg Wind Speed @ 50m [m/s],Avg Avg Wind Shear [1/s],Avg Friction Velocity (u*) [m/s],Avg Est Surface Roughness [m]
6/26/2015,18,21.8542,22.5835,13.1602,55.3222,11.4591,822.0912,1028.5350,0.0357,1.1738,0.0168,0.2291,2.9633
6/26/2015,19,21.3797,21.1734,14.2917,64.8263,12.3288,822.2330,1028.6967,0.0162,1.2003,0.0343,0.1521,0.7385
6/26/2015,20,21.1146,20.3315,13.9892,66.9532,12.0868,822.3930,1028.8917,0.0158,0.9101,0.0294,0.1378,0.3649
6/26/2015,21,20.7792,19.1203,14.1426,72.9281,12.2076,822.5628,1029.1067,0.0192,1.4976,0.0255,0.1425,0.2404
6/26/2015,22,20.1780,17.2557,13.1704,76.9451,11.4583,822.6100,1029.1500,0.0317,2.7001,0.0501,0.1896,0.0558
6/26/2015,23,19.7002,16.1630,12.5601,79.1892,11.0095,822.4117,1028.9233,0.0372,3.1491,0.0636,0.2392,0.1036
6/27/2015,0,19.3366,15.5333,12.3310,81.2213,10.8470,822.2595,1028.7433,0.0367,2.8798,0.0528,0.2642,0.2301
6/27/2015,1,18.3086,15.8420,12.0762,78.3087,10.6726,821.8412,1028.2317,0.0357,2.8893,0.0317,0.3092,1.2241
6/27/2015,2,17.7333,15.5347,11.6524,77.7021,10.3803,821.6255,1027.9800,0.0452,2.8469,0.0397,0.2047,0.3244
6/27/2015,3,17.8179,15.2430,11.6449,79.1112,10.3805,821.2175,1027.4917,0.0435,1.0948,0.0144,0.1768,0.4556
6/27/2015,4,18.1401,14.4263,11.0653,80.0565,9.9919,821.0443,1027.2917,0.0282,0.9494,-0.0030,0.2745,1.0235
6/27/2015,5,18.1369,14.7169,9.6661,71.6183,9.1083,821.0520,1027.2917,0.0403,3.1199,0.0465,0.3136,1.2064
6/27/2015,6,17.8850,15.7630,9.8380,68.0525,9.2349,821.3615,1027.6683,0.0433,1.6989,0.0267,0.2664,1.8716
6/27/2015,7,17.9991,18.3967,9.9497,58.0461,9.2907,821.7365,1028.1150,0.0548,1.2713,0.0120,0.1340,0.9593
6/27/2015,8,18.2789,19.3020,12.0100,62.6850,10.6304,822.1525,1028.6100,0.0607,0.9699,0.0080,0.1301,0.8762
6/27/2015,9,19.6274,20.6327,13.4463,63.4343,11.6795,822.1018,1028.5483,0.0797,1.3221,0.0077,0.1312,1.9726
6/27/2015,10,21.4690,22.5406,13.9046,58.1979,12.0326,821.8733,1028.2733,0.1040,1.9590,0.0145,0.1425,0.5448
6/27/2015,11,22.2620,23.5252,12.6613,50.5700,11.0956,821.9580,1028.3783,0.1073,3.0374,0.0351,0.1624,0.2269
6/27/2015,12,23.2953,24.4832,12.2274,46.4306,10.7885,821.8757,1028.2900,0.0878,1.6733,0.0109,0.2206,0.7882
6/27/2015,13,24.3613,25.5945,11.6316,41.7347,10.3712,821.4682,1027.7933,0.0705,1.8948,0.0244,0.1773,1.0367
6/27/2015,14,25.1872,26.3642,11.3496,39.1480,10.1877,821.0955,1027.3450,0.0737,2.0695,0.0205,0.1626,0.4645
6/27/2015,15,25.8407,26.8908,10.9420,36.9334,9.9224,820.5938,1026.7400,0.0653,2.4822,0.0191,0.2055,0.8143
6/27/2015,16,25.7741,26.3326,11.7870,40.4317,10.4959,820.3403,1026.4383,0.0568,4.3454,0.0679,0.2735,0.1666
6/27/2015,17,25.1357,24.5888,13.4811,50.0513,11.7284,820.3143,1026.4100,0.0387,3.2968,0.0706,0.2810,0.5726
6/27/2015,18,24.6791,24.1049,14.1922,53.9518,12.2855,820.3067,1026.3983,0.0212,2.0637,0.0450,0.2504,2.0799
6/27/2015,19,24.3670,23.6124,12.9587,51.2739,11.3331,820.4222,1026.5350,0.0205,1.6807,0.0463,0.1934,1.5261
6/27/2015,20,24.2045,21.9659,12.5490,55.1216,11.0318,820.4550,1026.5767,0.0208,2.1027,0.0899,0.2919,1.1451
6/27/2015,21,23.4569,20.1709,12.0209,59.4588,10.6475,820.8788,1027.0850,0.0167,1.7471,0.0065,0.8892,2.7273
6/27/2015,22,22.9173,19.0427,11.0901,59.9830,10.0085,821.0305,1027.2733,0.0028,1.7735,0.0097,0.1786,0.1100
6/27/2015,23,22.0382,19.0938,9.9652,55.4482,9.2854,821.1005,1027.3467,0.0270,3.8980,0.0505,0.2994,0.3627
6/28/2015,0,21.3407,18.9535,10.1063,56.4580,9.3750,820.8035,1026.9967,0.0325,4.3046,0.0579,0.3347,0.4387
6/28/2015,1,21.1518,17.6665,9.4280,58.4766,8.9662,820.1403,1026.2000,0.0243,2.7830,0.0466,0.2473,0.1691
6/28/2015,2,21.3978,17.8296,8.6893,55.1401,8.5352,819.5770,1025.5250,0.0047,2.2008,0.0312,0.2557,0.1672
6/28/2015,3,22.1537,17.8851,9.0987,56.4276,8.7792,819.1075,1024.9550,0.0297,2.2789,0.0502,0.2329,0.2447
6/28/2015,4,20.7732,18.3980,8.7171,53.2664,8.5560,819.1605,1025.0267,0.0370,5.1997,0.0796,0.4917,0.8389
6/28/2015,5,19.0728,16.2489,8.3388,59.4718,8.3379,819.3007,1025.1967,0.0297,3.0502,0.0605,0.3243,1.0796
6/28/2015,6,18.3729,16.6686,8.4216,58.1807,8.3823,819.7205,1025.7000,0.0320,4.5236,0.0805,0.3492,0.3656
6/28/2015,7,18.9865,18.9536,9.6782,54.8855,9.1260,819.8615,1025.8517,0.0327,2.2134,0.0295,0.2036,0.9083
6/28/2015,8,19.3091,19.6903,12.1411,61.7633,10.7440,820.2067,1026.2833,0.0358,1.5039,0.0246,0.1056,0.2142
6/28/2015,9,20.3766,21.1709,12.2733,56.9763,10.8372,820.3143,1026.4117,0.0415,1.2830,0.0151,0.1088,0.3403
6/28/2015,10,21.9063,22.7733,12.1008,50.9750,10.7125,820.3467,1026.4400,0.0543,2.4269,0.0321,0.1411,0.2346
6/28/2015,11,22.5290,23.6493,12.3638,49.2381,10.9052,820.1620,1026.2317,0.3538,2.0916,0.0186,0.1431,0.6260
6/28/2015,12,23.9913,25.3151,13.3793,47.5835,11.6620,819.6340,1025.5950,0.0787,2.4079,0.0158,0.2136,2.5507
6/28/2015,13,25.0350,25.7328,13.7944,47.7749,11.9861,819.3297,1025.2333,-1.4480,3.2364,0.0437,0.1958,0.1765
6/28/2015,14,24.9293,25.2359,14.6485,52.0183,12.6808,818.9800,1024.8083,0.1265,2.5209,0.0280,0.2813,0.4559
6/28/2015,15,25.3130,24.3185,12.5452,48.3288,11.1104,818.9927,1024.8200,-1.2167,3.0337,0.0423,0.2384,7.5374
6/28/2015,16,25.8017,25.7617,13.8289,47.8132,12.0422,818.6210,1024.3667,0.0788,2.2747,0.0346,0.2026,0.7825
6/28/2015,17,25.3140,24.5536,9.6156,38.8388,9.1165,818.7977,1024.5933,-0.0962,4.1261,0.0748,0.3530,0.8254
6/28/2015,18,24.9828,23.9546,7.8738,35.8013,8.0859,819.0242,1024.8567,-0.0807,6.5194,0.0943,0.4052,0.1601
6/28/2015,19,23.8837,23.0860,8.8205,40.2710,8.6273,818.7622,1024.5433,0.0347,5.4377,0.0866,0.4072,0.4903
6/28/2015,20,22.4466,20.2260,10.5178,53.6894,9.6508,819.7295,1025.7033,0.0287,4.5998,0.0940,0.3695,0.4067
6/28/2015,21,22.2364,18.4633,9.9525,57.6691,9.2914,819.9428,1025.9567,0.0325,4.3160,0.0927,0.2911,0.0820
6/28/2015,22,22.8822,18.3735,9.1478,54.9331,8.8030,819.7380,1025.7133,0.0223,3.0030,0.0345,0.1726,0.0769
6/28/2015,23,21.0442,18.1613,8.8453,54.6896,8.6226,820.0277,1026.0650,0.0255,3.0939,0.0498,0.3483,1.0298
6/29/2015,0,21.2717,17.9885,8.9871,55.6867,8.7066,819.8957,1025.9050,0.0187,1.7987,0.0296,0.2263,0.4248
6/29/2015,1,22.1329,19.8270,8.1708,46.9420,8.2417,819.3728,1025.2733,0.0215,3.3000,0.0548,0.3092,0.7171
6/29/2015,2,22.2043,19.9269,8.4850,47.6737,8.4274,818.7560,1024.5400,0.0185,2.2347,0.0412,0.2206,0.7953
6/29/2015,3,21.7191,19.0875,8.4357,50.2486,8.4069,818.4798,1024.2083,0.0220,1.6724,0.0350,0.2143,0.8081
6/29/2015,4,19.5191,17.9624,8.3679,53.4462,8.3577,818.8788,1024.6850,0.0327,4.0687,0.0763,0.3250,0.3835
6/29/2015,5,19.5419,17.6534,8.3331,54.3578,8.3332,819.3567,1025.2617,0.0323,3.7158,0.0645,0.3046,0.4710
6/29/2015,6,19.6116,17.9823,9.1567,56.4754,8.8200,820.2010,1026.2700,0.0330,4.2961,0.0694,0.3744,0.6652
6/29/2015,7,17.7902,18.2268,11.5244,64.9253,10.3042,821.2758,1027.5567,0.0427,4.5931,0.0638,0.2512,0.0649
6/29/2015,8,19.0894,20.0121,12.2841,61.0908,10.8252,821.4513,1027.7750,0.0438,4.8385,0.0725,0.2364,0.0194
6/29/2015,9,19.9784,21.0515,12.5869,58.4384,11.0482,821.2607,1027.5417,0.0473,2.9820,0.0363,0.1493,0.0647
6/29/2015,10,21.1578,22.2585,13.3819,57.1949,11.6412,820.9710,1027.1900,0.0605,2.0046,0.0234,0.1426,0.6123
6/29/2015,11,22.4784,23.6866,12.7415,50.3695,11.1665,821.1325,1027.3933,0.0768,2.6352,0.0341,0.1645,0.3984
6/29/2015,12,23.4359,24.5458,12.3561,46.6004,10.8871,821.0993,1027.3500,0.0573,3.2111,0.0426,0.1789,0.1549
6/29/2015,13,24.1419,25.2005,11.5599,42.5335,10.3330,820.8712,1027.0733,0.0477,2.9392,0.0399,0.1846,0.3233
6/29/2015,14,24.5500,25.4810,11.7487,42.3630,10.4672,820.6087,1026.7650,0.0493,2.6016,0.0342,0.1709,0.4937
6/29/2015,15,24.6499,25.0895,12.1336,44.4886,10.7403,820.3053,1026.4033,0.0452,2.5428,0.0373,0.1341,2.0594
6/29/2015,16,24.7727,24.3158,12.1426,46.6519,10.7444,820.2645,1026.3450,-0.0207,3.1384,0.0598,0.2457,0.5205
6/29/2015,17,25.3121,26.1323,11.5179,40.1275,10.3136,820.0052,1026.0350,0.0508,1.9489,0.0292,0.1287,0.7265
6/29/2015,18,25.2675,25.8897,11.0212,39.3943,9.9836,819.8478,1025.8517,0.0468,1.0274,0.0135,0.1140,0.3346
6/29/2015,19,25.0145,23.9702,12.1549,47.9180,10.7626,819.8658,1025.8583,0.0310,1.0735,0.0093,0.1414,0.4438
6/29/2015,20,24.6195,20.5921,10.9245,53.8785,9.9168,819.8695,1025.8867,0.0177,1.0462,0.0041,0.0855,0.0206
6/29/2015,21,24.5166,19.9192,9.9603,52.6506,9.2929,820.0205,1026.0567,-0.0053,1.9730,0.0168,0.1504,0.1098
6/29/2015,22,23.4244,20.1251,9.3700,49.9857,8.9295,820.2880,1026.3900,0.0320,3.0064,0.0341,0.2064,0.1416
6/29/2015,23,22.5482,18.7138,9.5053,55.1058,9.0109,820.3427,1026.4500,0.0137,2.1203,0.0388,0.2301,0.1888
6/30/2015,0,22.9162,18.3773,9.3692,55.7144,8.9329,819.8553,1025.8483,0.0107,2.1084,0.0173,0.1814,0.0990
6/30/2015,1,22.8612,18.1197,9.2985,56.3547,8.8959,819.3613,1025.2683,0.0097,1.7045,0.0307,0.1857,0.1579
6/30/2015,2,22.6146,18.2886,8.8661,54.1583,8.6448,818.9125,1024.7183,0.0307,1.6704,0.0359,0.1903,0.1088
6/30/2015,3,22.3693,18.4030,8.5545,52.6898,8.4675,818.5998,1024.3517,0.0380,2.5066,0.0397,0.2367,0.3037
6/30/2015,4,21.3583,18.3493,8.2948,51.9149,8.3194,818.5985,1024.3383,0.0485,4.1124,0.0558,0.3498,0.5890
6/30/2015,5,21.8600,17.8120,8.2038,53.3606,8.2692,818.4752,1024.2000,0.0405,2.6238,0.0357,0.2988,0.2629
6/30/2015,6,22.0414,18.1291,8.6177,53.8106,8.5030,818.6715,1024.4367,0.0385,3.1312,0.0442,0.2384,0.1685
6/30/2015,7,22.5570,21.5164,11.3837,52.4894,10.2568,818.7242,1024.4983,0.0513,1.4026,0.0288,0.2153,1.5016
6/30/2015,8,24.0634,24.5909,11.8974,45.1264,10.5960,818.5327,1024.2717,0.0532,1.1102,0.0191,0.3898,0.9941
6/30/2015,9,24.9072,25.8125,13.6305,47.0027,11.8889,818.3607,1024.0633,0.0695,1.4827,0.0061,0.1767,2.4548
6/30/2015,10,25.6961,26.7681,13.2062,43.3966,11.5738,818.1945,1023.8717,0.0648,1.8733,0.0188,0.1954,2.7203
6/30/2015,11,26.7790,27.8895,9.8980,32.6484,9.3177,818.0298,1023.6633,0.0607,2.1376,0.0154,0.2091,0.7245
6/30/2015,12,27.3084,28.3662,9.8099,31.4616,9.2491,817.6762,1023.2400,0.0660,2.4635,0.0276,0.1889,0.3246
6/30/2015,13,28.1610,29.2378,9.8716,30.0333,9.2814,817.0133,1022.4483,0.0677,2.9098,0.0626,0.2398,0.3898
6/30/2015,14,29.0030,30.0538,9.6124,28.1544,9.1380,816.2193,1021.4950,0.0868,3.4541,0.0555,0.2786,1.1026
6/30/2015,15,29.2809,29.6951,9.3346,28.2287,8.9609,815.9835,1021.2200,0.0418,3.2668,0.0478,0.2356,0.2510
6/30/2015,16,28.0928,27.7570,10.9240,35.1747,9.9683,816.4917,1021.8217,0.1928,7.1989,0.1102,0.4589,0.1887
6/30/2015,17,25.5143,25.2573,10.9718,40.8082,10.0006,816.5220,1021.8583,-0.5547,5.8714,0.0871,0.3984,0.5844
6/30/2015,18,24.9098,24.6204,11.7738,44.6303,10.5296,816.5382,1021.8817,-0.1358,6.7783,0.0970,0.4289,0.1203
6/30/2015,19,23.8363,22.4884,11.5084,50.2089,10.3411,817.4285,1022.9433,0.0073,7.0841,0.1105,0.4953,0.2508
6/30/2015,20,23.8198,21.7613,10.7473,49.5864,9.8367,816.7350,1022.1117,0.0000,3.4848,0.0532,0.2296,0.1989
6/30/2015,21,23.4823,21.9193,10.6329,48.7328,9.7471,817.9360,1023.5517,-0.0458,5.1394,0.0830,0.4242,0.5640
6/30/2015,22,23.9959,22.9845,9.9214,43.5424,9.2890,818.2423,1023.9233,0.0293,4.9970,0.0794,0.3615,0.2573
6/30/2015,23,23.0603,22.3891,10.8212,48.2978,9.8744,818.0678,1023.7167,0.0243,5.5547,0.0798,0.3968,0.3422
7/1/2015,0,20.4393,19.8050,11.9249,60.4292,10.6159,818.0118,1023.6467,0.0140,2.4246,0.0406,0.2097,0.7392
7/1/2015,1,20.7417,19.2629,11.4480,60.5634,10.2938,817.4473,1022.9750,0.0278,2.9623,0.0398,0.2576,0.6091
7/1/2015,2,21.3667,17.8754,10.8978,63.7142,9.9304,816.9340,1022.3500,0.0335,2.7382,0.0382,0.2390,0.2639
7/1/2015,3,21.7854,17.6380,10.6472,63.6113,9.7724,816.4928,1021.8217,0.0330,2.4859,0.0342,0.1936,0.0989
7/1/2015,4,22.4015,19.5056,9.5107,52.8119,9.0641,816.3997,1021.7083,0.0325,3.1981,0.0485,0.3624,0.9454
7/1/2015,5,21.9187,19.8433,8.9422,49.7156,8.7108,817.1515,1022.6167,0.0423,5.0228,0.0901,0.4088,0.4975
7/1/2015,6,21.6109,19.4931,9.8986,53.8828,9.2849,817.5387,1023.0800,0.0342,4.9154,0.0942,0.5052,1.3473
7/1/2015,7,22.5413,22.3482,11.7333,51.0469,10.4910,818.1687,1023.8400,0.0330,2.6399,0.0431,0.2362,0.9479
7/1/2015,8,23.3264,23.9213,12.2337,48.0468,10.8340,818.4647,1024.1917,0.0365,2.0864,0.0306,0.1425,0.3384
7/1/2015,9,24.0894,24.8384,11.5034,43.2752,10.3217,818.5418,1024.2800,0.0427,3.5852,0.0474,0.1796,0.0736
7/1/2015,10,24.2388,25.2973,11.9653,43.4197,10.6486,818.5637,1024.3067,0.0565,2.8413,0.0399,0.1733,0.4385
7/1/2015,11,24.7114,25.9598,12.4332,43.0631,10.9792,818.5277,1024.2700,0.0573,3.0100,0.0307,0.1807,0.3898
7/1/2015,12,25.3212,26.6420,12.9469,42.7665,11.3528,818.3560,1024.0517,0.3730,2.7812,0.0357,0.1946,2.1656
7/1/2015,13,25.2421,25.6179,12.4484,43.9769,10.9904,818.1412,1023.8033,-0.9802,2.4400,0.0369,0.1742,0.3367
7/1/2015,14,25.6323,26.2421,12.9112,43.7743,11.3398,817.9040,1023.5183,0.0967,1.7464,0.0349,0.1558,1.1350
7/1/2015,15,24.8602,24.7889,13.2987,49.1085,11.6288,818.0960,1023.7483,-0.5158,3.2746,0.0541,0.2597,0.6091
7/1/2015,16,22.3117,22.6724,14.8200,61.5401,12.8278,818.1655,1023.8317,0.0922,5.1732,0.0634,0.3552,0.1817
7/1/2015,17,23.2204,23.9635,13.9789,53.7163,12.1447,818.1043,1023.7550,0.0458,2.6128,0.0295,0.1785,0.4303
7/1/2015,18,21.5337,22.3483,14.4572,60.9832,12.5241,818.1698,1023.8333,0.0398,2.5916,0.0070,0.1580,0.1685
7/1/2015,19,21.3269,21.4775,13.3568,59.8838,11.6591,818.4942,1024.2300,0.0267,1.6380,0.0076,0.1624,0.8215
7/1/2015,20,20.6144,19.1277,13.8332,71.5633,12.0249,818.3072,1024.0033,0.0273,2.6836,0.0609,0.3188,0.2078
7/1/2015,21,19.3895,17.9389,13.7694,76.6275,11.9690,818.6670,1024.4383,0.0207,3.3410,0.0531,0.2968,0.6080
7/1/2015,22,19.4436,16.9803,13.8498,81.8013,12.0342,818.5040,1024.2333,0.0323,3.7066,0.0687,0.2916,0.2200
7/1/2015,23,19.6988,17.0451,13.5840,80.1212,11.8392,817.7192,1023.2933,0.0355,2.9098,0.0387,0.3126,1.1760
7/2/2015,0,20.3079,16.8930,13.0780,78.2604,11.4663,816.9577,1022.3783,0.0307,2.4305,0.0367,0.2345,0.5766
7/2/2015,1,19.6423,16.5152,12.6602,77.9683,11.1703,815.9040,1021.1200,0.0445,2.0905,0.0243,0.1615,0.0604
7/2/2015,2,20.0344,17.1502,11.8457,71.1480,10.5962,815.7440,1020.9283,0.0522,3.2266,0.0413,0.4848,1.6319
7/2/2015,3,18.0930,16.0406,11.8111,75.9467,10.5617,816.1910,1021.4683,0.0532,5.3847,0.1008,0.4268,0.3600
7/2/2015,4,15.8609,14.4224,12.6505,85.6113,11.1391,817.9938,1023.6167,0.0368,7.7543,0.1228,0.5617,0.2602
7/2/2015,5,15.0909,13.3872,13.1334,89.5989,11.4594,820.4170,1026.5300,0.0465,11.7947,0.1805,0.7184,0.0983
7/2/2015,6,13.0397,12.0359,13.2388,99.5239,11.5316,821.3257,1027.6200,-0.1420,8.5611,0.1208,0.5229,0.1280
7/2/2015,7,12.2841,12.4421,12.5140,99.9988,10.9847,821.7682,1028.1483,0.0068,1.9448,0.0400,0.1812,0.4398
7/2/2015,8,12.4286,12.3920,12.9016,99.9953,11.2710,821.5780,1027.9233,0.0393,3.5860,0.0490,0.1702,0.0210
7/2/2015,9,13.7115,14.3239,14.8337,97.8611,12.8074,820.7150,1026.8900,0.0692,6.4279,0.0778,0.2774,0.0119
7/2/2015,10,17.2887,19.0325,15.6802,80.7723,13.5227,819.7660,1025.7483,0.0585,4.7004,0.0597,0.2088,0.0411
7/2/2015,11,20.4153,21.6690,14.4354,63.5407,12.4900,819.6603,1025.6283,0.0620,1.4816,0.0175,0.1487,0.8023
7/2/2015,12,21.2742,22.2614,13.5992,58.0254,11.8340,819.7522,1025.7250,0.0682,2.1860,0.0491,0.1971,0.7072
7/2/2015,13,21.6778,22.4825,13.1451,55.5578,11.4853,819.5843,1025.5350,0.1855,2.2327,0.0359,0.1652,0.4681
7/2/2015,14,21.8948,22.2735,12.6032,54.3127,11.0888,819.1778,1025.0400,0.5360,2.1681,0.0328,0.1603,0.9658
7/2/2015,15,22.3288,23.1175,12.7596,52.2610,11.2147,818.9182,1024.7383,0.1142,2.8824,0.0362,0.1541,0.1934
7/2/2015,16,22.9350,23.7315,11.8137,47.2031,10.5366,818.4817,1024.2100,0.0465,2.7806,0.0447,0.1604,0.2322
7/2/2015,17,23.5998,24.7001,11.4629,43.5377,10.3035,817.9123,1023.5267,0.0545,3.3532,0.0511,0.1824,0.1501
7/2/2015,18,23.5179,23.6235,12.3240,49.1607,10.9113,817.5658,1023.1017,0.0693,2.6534,0.0926,0.2721,0.7842
7/2/2015,19,19.9100,18.9434,13.4161,70.8470,11.7037,818.8612,1024.6717,-0.2832,6.7969,0.1285,0.5403,0.5622
7/2/2015,20,15.6474,15.4761,14.6210,94.3684,12.6328,819.6743,1025.6400,-0.0605,3.5323,0.0471,0.2585,0.2267
7/2/2015,21,16.9695,15.3033,14.3100,93.8023,12.3784,819.8620,1025.8650,0.0460,1.2850,0.0119,0.1530,0.3709
7/2/2015,22,17.2605,14.7355,13.9837,94.9944,12.1145,820.1633,1026.2233,0.0493,2.7635,0.0395,0.2089,0.1616
7/2/2015,23,17.7267,14.8777,14.0522,94.5114,12.1738,819.8177,1025.8100,0.0440,3.5185,0.0547,0.2552,0.2162
7/3/2015,0,18.3498,15.5633,13.0175,84.8469,11.3940,819.1878,1025.0550,0.0665,3.8113,0.0472,0.3396,0.6765
7/3/2015,1,17.2126,15.1482,12.2078,82.6137,10.8041,818.8865,1024.6917,0.0542,2.5624,0.0400,0.2668,1.1927
7/3/2015,2,17.7732,14.9563,12.5898,85.8026,11.0897,818.1865,1023.8583,0.0477,2.1134,0.0358,0.2175,1.0100
7/3/2015,3,17.2156,15.5278,11.8363,78.5910,10.5566,817.8365,1023.4317,0.0593,3.9389,0.0613,0.3618,0.9919
7/3/2015,4,15.7439,14.3598,11.5817,82.9313,10.3773,818.0967,1023.7500,0.0640,4.3404,0.0755,0.3435,0.3570
7/3/2015,5,15.7911,14.2912,11.0823,80.9456,10.0313,818.7318,1024.5033,0.0577,3.6992,0.0654,0.2985,0.4672
7/3/2015,6,14.8380,14.1449,11.9157,86.2016,10.5945,819.4215,1025.3350,0.0585,3.9148,0.0694,0.3193,0.3665
7/3/2015,7,13.9595,14.3874,13.6712,93.9819,11.8838,819.7523,1025.7267,0.0755,3.8580,0.0526,0.2056,0.0986
7/3/2015,8,14.0187,14.9933,14.4573,95.6118,12.5032,819.5332,1025.4717,0.0923,3.3690,0.0406,0.1395,0.0087
7/3/2015,9,15.5932,16.7744,14.9484,88.8097,12.9131,819.1073,1024.9567,0.1000,2.9140,0.0357,0.1497,0.1269
7/3/2015,10,16.8850,18.0983,14.8872,81.5732,12.8635,818.9722,1024.8033,0.1045,2.6873,0.0314,0.1690,0.4147
7/3/2015,11,18.4803,19.7849,14.7245,72.6445,12.7310,818.9358,1024.7533,0.0930,2.5210,0.0297,0.1547,0.4063
7/3/2015,12,19.8361,21.1978,15.3194,69.1665,13.2343,818.5230,1024.2600,0.0800,2.0540,0.0203,0.2121,0.3723
7/3/2015,13,21.1673,22.5454,15.0049,62.4384,12.9792,817.9113,1023.5333,0.0722,2.1802,0.0144,0.1675,0.5085
7/3/2015,14,22.2636,23.7243,15.2458,59.0497,13.1885,817.5850,1023.1333,0.0765,2.4069,0.0303,0.1832,0.4571
7/3/2015,15,23.2905,24.7005,14.8220,54.1981,12.8435,817.1567,1022.6167,0.1040,1.8301,0.0352,0.2011,0.8049
7/3/2015,16,23.9512,25.1405,14.5251,51.7956,12.6069,816.5257,1021.8667,0.0740,1.6304,0.0287,0.2042,2.1559
7/3/2015,17,24.6104,25.8574,13.8802,47.6215,12.1017,815.8393,1021.0400,0.0773,1.8484,0.0372,0.1944,1.0062
7/3/2015,18,24.9301,25.8929,13.3374,45.8585,11.6806,815.7563,1020.9417,0.0515,2.3536,0.0696,0.2066,0.5304
7/3/2015,19,24.4915,23.9677,13.7136,52.8830,11.9700,815.9922,1021.2233,0.0220,1.4700,0.0310,0.1651,0.5213
7/3/2015,20,24.1790,21.0780,13.3802,61.5039,11.7075,816.1378,1021.4000,0.0223,1.3746,0.0541,0.2575,0.8618
7/3/2015,21,22.5183,20.8444,12.9695,60.7138,11.3895,816.6812,1022.0500,0.0380,3.9011,0.0884,0.4057,1.1466
7/3/2015,22,21.6432,20.4376,13.3228,63.6812,11.6473,817.1600,1022.6300,0.0362,4.2339,0.0726,0.3390,0.4102
7/3/2015,23,20.9108,19.2635,12.9058,66.6624,11.3437,816.5162,1021.8483,0.0365,3.2655,0.0573,0.3038,0.7937
7/4/2015,0,21.3932,18.1511,12.8169,71.0788,11.2890,815.6992,1020.8717,0.0212,2.8316,0.0531,0.2315,0.2196
7/4/2015,1,22.2671,18.7554,11.7763,63.9135,10.5547,814.8690,1019.8767,0.0417,3.4324,0.0727,0.3968,0.9552
7/4/2015,2,19.6777,17.4744,11.7988,69.3817,10.5704,814.7075,1019.6933,0.0392,2.0674,0.0312,0.2111,1.3488
7/4/2015,3,20.2786,16.9057,11.0397,68.4082,10.0616,814.2837,1019.1750,0.0448,2.1603,0.0345,0.1911,0.4067
7/4/2015,4,20.4613,17.2185,9.3910,60.0272,9.0111,814.1020,1018.9517,0.0493,4.3973,0.0538,0.3669,0.5737
7/4/2015,5,20.3540,17.9597,8.3870,53.6124,8.4208,813.9693,1018.7967,0.0402,3.8360,0.0656,0.4183,1.5374
7/4/2015,6,17.1462,16.2763,11.1188,71.8262,10.1490,814.2857,1019.1767,0.0513,3.9529,0.0701,0.3317,0.6230
7/4/2015,7,17.5794,18.1161,14.0352,77.1154,12.2427,814.4087,1019.3233,0.0605,1.0241,0.0113,0.1192,0.8293
7/4/2015,8,21.6225,22.5017,14.3425,60.4423,12.4952,814.2272,1019.1050,0.0623,1.6359,0.0287,0.2613,0.4261
7/4/2015,9,24.8390,25.5195,14.5158,50.6394,12.6415,814.1620,1019.0333,0.0642,1.7451,0.0108,0.1587,0.7262
7/4/2015,10,25.5705,26.5983,15.2161,49.7337,13.2205,814.0922,1018.9417,0.0702,2.1562,0.0086,0.4132,10.1443
7/4/2015,11,27.0762,28.2955,15.2259,45.1040,13.2553,813.9470,1018.7750,0.0875,2.4348,0.0134,0.1736,0.4506
7/4/2015,12,27.2220,28.0750,14.8212,44.5159,12.8955,813.8692,1018.6800,0.0798,4.4872,0.0560,0.2314,0.0513
7/4/2015,13,27.2980,28.3114,15.5962,46.1391,13.5723,813.8933,1018.7017,-0.1110,3.4427,0.0496,0.1866,0.0809
7/4/2015,14,27.6672,27.9163,13.7323,41.9500,12.0303,813.6898,1018.4600,-1.4103,2.9975,0.0626,0.2352,0.5279
7/4/2015,15,27.7224,27.9828,13.0335,40.0589,11.5263,813.5485,1018.2833,-1.0418,2.5596,0.0570,0.2134,0.5882
7/4/2015,16,24.3260,23.9657,12.9170,50.2747,11.4017,813.7412,1018.5217,-1.0747,4.7613,0.0828,0.3675,0.4902
7/4/2015,17,25.1480,24.6291,13.8906,51.2516,12.1409,813.7385,1018.5133,0.1448,2.9351,0.0619,0.2167,0.5327
7/4/2015,18,25.1914,24.3530,11.6241,44.9822,10.4749,813.4898,1018.2250,0.4480,4.5127,0.0753,0.3475,0.4548
7/4/2015,19,25.0568,24.7362,8.9023,36.8961,8.7399,813.7170,1018.4917,1.1818,9.8555,0.1191,0.6585,0.2237
7/4/2015,20,22.3908,21.2223,10.9500,52.1277,10.0004,814.7215,1019.7017,1.5813,8.9429,0.1196,0.4936,0.0614
7/4/2015,21,24.5004,22.4803,9.9633,45.5084,9.3799,813.9468,1018.7700,0.0587,10.0479,0.1206,0.7640,0.3397
